[4/15/23 12:03AM] Sender: Alex, Message: Also, do ::ref walkchaos and ::totem for a buff	
[4/15/23 12:04AM] Sender: Nick, Message: Awesome!	
[4/23/23 01:25AM] Sender: Tew, Message: Morning	
[4/23/23 01:25AM] Sender: Slayer, Message: Morning	
[4/23/23 01:25AM] Sender: Sad, Message: Gmgm	
[4/23/23 01:26AM] Sender: Raynes 911, Message: Whale cum back 	
[4/23/23 01:27AM] Sender: Cookie, Message: Nice	
[4/23/23 01:27AM] Sender: Like my peep, Message: Dropping goku cape @home who need it by the upgrder	
[4/23/23 01:27AM] Sender: Cookie, Message: Last 10 items perkless	
[4/23/23 01:27AM] Sender: Cookie, Message: ;3	
[4/23/23 01:27AM] Sender: Slayer, Message: Glgl all!!	
[4/23/23 01:28AM] Sender: Like my peep, Message: /4 item on the ground	
[4/23/23 01:28AM] Sender: Magnet, Message: Where	
[4/23/23 01:28AM] Sender: Svenaaa, Message: Ntb first drop at broly gold ench	
[4/23/23 01:28AM] Sender: Bonk, Message: Where is the upgrader lol	
[4/23/23 01:28AM] Sender: Slayer, Message: Hme	
[4/23/23 01:28AM] Sender: Slayer, Message: South of home bonk	
[4/23/23 01:28AM] Sender: Alex, Message: Fuck im tired x.x	
[4/23/23 01:28AM] Sender: Ruthie, Message: Metoo bro	
[4/23/23 01:28AM] Sender: Alex, Message: Almost there	
[4/23/23 01:29AM] Sender: Ruthie, Message: //im dying	
[4/23/23 01:29AM] Sender: Slayer, Message: You the mvp alex	
[4/23/23 01:29AM] Sender: Ruthie, Message: On my keyboard my head faced first	
[4/23/23 01:29AM] Sender: Cookie, Message: So am i	
[4/23/23 01:29AM] Sender: Slayer, Message: You got this	
[4/23/23 01:29AM] Sender: Cookie, Message: And i just woke up	
[4/23/23 01:29AM] Sender: Like my peep, Message: Who got the item?	
[4/23/23 01:29AM] Sender: Raynes 911, Message:  me peep	
[4/23/23 01:29AM] Sender: Slayer, Message: Gz ray	
[4/23/23 01:29AM] Sender: Raynes 911, Message: Thanks peep you legend	
[4/23/23 01:30AM] Sender: Raynes 911, Message: Pc goku cape?	
[4/23/23 01:30AM] Sender: Like my peep, Message: Dropping shinigami wing @home next to ::totem	
[4/23/23 01:30AM] Sender: Alex, Message: Im about to drop on keyboard tbh	
[4/23/23 01:31AM] Sender: Like my peep, Message: Gl getting the wing guyz	
[4/23/23 01:31AM] Sender: Entropy, Message: I'm about to drop these nojads 6ft under soon	
[4/23/23 01:31AM] Sender: Entropy, Message: Almost 500k kc and no boots, plenty of other pieces	
[4/23/23 01:33AM] Sender: Like my peep, Message: Who got the wing?	
[4/23/23 01:33AM] Sender: Raynes 911, Message: Pc goku cape?	
[4/23/23 01:33AM] Sender: Alcoholic, Message: Me	
[4/23/23 01:33AM] Sender: Slayer, Message: Gzzzz	
[4/23/23 01:34AM] Sender: Asquad, Message: Gz on what	
[4/23/23 01:34AM] Sender: Freddie, Message: I got the charybdis pet which was huge for my dr!	
[4/23/23 01:34AM] Sender: Asquad, Message: Ah gz	
[4/23/23 01:35AM] Sender: Tuggy, Message: Is it worth getting a lava speed pickaxee	
[4/23/23 01:35AM] Sender: Slayer, Message: Yes	
[4/23/23 01:35AM] Sender: Tuggy, Message: Selling $50 inname!	
[4/23/23 01:35AM] Sender: Slayer, Message: Tuggy	
[4/23/23 01:35AM] Sender: Tuggy, Message: Ya	
[4/23/23 01:35AM] Sender: Slayer, Message: Pm	
[4/23/23 01:36AM] Sender: Cookie, Message: Srs	
[4/23/23 01:36AM] Sender: Cookie, Message: ^,^	
[4/23/23 01:39AM] Sender: Ruvk, Message: Triple kill obsidian legs 450k in pos	
[4/23/23 01:42AM] Sender: Freddie, Message: Whats it worth grinding with a godly dr pot? dont wanna waste it	
[4/23/23 01:42AM] Sender: Slayer, Message: First boss golem for aoe	
[4/23/23 01:42AM] Sender: Freddie, Message: Okay cheers!	
[4/23/23 01:44AM] Sender: Matt0804, Message: You get 30mins with a godly potion?	
[4/23/23 01:44AM] Sender: Slayer, Message: 25min i think	
[4/23/23 01:44AM] Sender: Matt0804, Message: Meh not worth 3.2mil then lol	
[4/23/23 01:44AM] Sender: Slayer, Message: When your like 1k dr its worth it	
[4/23/23 01:44AM] Sender: Slayer, Message: Tbh 	
[4/23/23 01:45AM] Sender: Freddie, Message: Does effect stack with a dr scroll?	
[4/23/23 01:45AM] Sender: Slayer, Message: U get a taste of max dr	
[4/23/23 01:45AM] Sender: Pjk, Message: Lmao im stuck at like 420 dr lol	
[4/23/23 01:45AM] Sender: Matt0804, Message: My dr is only 106 lmao	
[4/23/23 01:45AM] Sender: Slayer, Message: It doubles your dr	
[4/23/23 01:45AM] Sender: Freddie, Message: Mine is 129 without boosts kek	
[4/23/23 01:45AM] Sender: Slayer, Message: So im 1129	
[4/23/23 01:45AM] Sender: Freddie, Message: Srill	
[4/23/23 01:45AM] Sender: Freddie, Message: Still	
[4/23/23 01:45AM] Sender: Slayer, Message: With godly im like 2.2k	
[4/23/23 01:45AM] Sender: Freddie, Message: Was 31 before today lol	
[4/23/23 01:45AM] Sender: Freddie, Message: So getting there	
[4/23/23 01:45AM] Sender: Matt0804, Message: Yeah its not worth it for me then if it doubles your dr id only be 200	
[4/23/23 01:45AM] Sender: Matt0804, Message: 200dr	
[4/23/23 01:46AM] Sender: Asquad, Message: Arguging over shit over and over and over	
[4/23/23 01:46AM] Sender: Slayer, Message: Ye ill save for later or sell for quick start	
[4/23/23 01:46AM] Sender: Asquad, Message: Instead of just fucking playing and enjoying ur time playing	
[4/23/23 01:46AM] Sender: Asquad, Message: Sad sobb story neh neh neh	
[4/23/23 01:46AM] Sender: Asquad, Message: Go play dude jesus	
[4/23/23 01:46AM] Sender: Slayer, Message: Relax asquad	
[4/23/23 01:46AM] Sender: Nobledefeat, Message: Asquad on yall ass fr	
[4/23/23 01:46AM] Sender: Ganon, Message: Where i get pick axe?	
[4/23/23 01:46AM] Sender: Slayer, Message: No need to be disrespectful.	
[4/23/23 01:46AM] Sender: Asquad, Message: Boo	
[4/23/23 01:46AM] Sender: Slayer, Message: South of home brother jared	
[4/23/23 01:46AM] Sender: Asquad, Message: I hate when people keep aruging over clan chat	
[4/23/23 01:46AM] Sender: Asquad, Message: And argue about silly shiy	
[4/23/23 01:46AM] Sender: Ganon, Message: Ty	
[4/23/23 01:46AM] Sender: Asquad, Message: Shit.	
[4/23/23 01:47AM] Sender: Like my peep, Message: Clm down bitch	
[4/23/23 01:47AM] Sender: Matt0804, Message: Idk whose arguing lol	
[4/23/23 01:47AM] Sender: Pjk, Message: Pc infinite healing pots t3	
[4/23/23 01:47AM] Sender: Like my peep, Message: Come get zome dick 	
[4/23/23 01:47AM] Sender: Asquad, Message: That would defffo calm me down :)	
[4/23/23 01:47AM] Sender: Nobledefeat, Message: No me first daddy peep	
[4/23/23 01:47AM] Sender: Slayer, Message: He just wants some help he fresh of tut island	
[4/23/23 01:47AM] Sender: Slayer, Message: Tarn island*	
[4/23/23 01:47AM] Sender: Asquad, Message: Bruh 110k kc on fuckin fazula not a single drop... 	
[4/23/23 01:47AM] Sender: Nobledefeat, Message: Well he can always check out ::noble 	
[4/23/23 01:48AM] Sender: Asquad, Message: 9 hours no sleep	
[4/23/23 01:48AM] Sender: Asquad, Message: Not a single drop	
[4/23/23 01:48AM] Sender: Slayer, Message: ;;noble for endgame feels	
[4/23/23 01:48AM] Sender: Asquad, Message: Thank god im not killing someone rn i went nuts in chat	
[4/23/23 01:48AM] Sender: Asquad, Message: Jesus bruh	
[4/23/23 01:48AM] Sender: Asquad, Message: @matt u an og i like ya sorry if i went off ur ass.	
[4/23/23 01:48AM] Sender: Slayer, Message: 110k is very very dry >.>	
[4/23/23 01:48AM] Sender: Asquad, Message: Ik!?	
[4/23/23 01:48AM] Sender: Matt0804, Message: All good 	
[4/23/23 01:48AM] Sender: Asquad, Message: 1.5k dr and using every potion and dr scroll possible.	
[4/23/23 01:48AM] Sender: Asquad, Message: Nothing bruh im dead	
[4/23/23 01:49AM] Sender: Dio, Message:  damnn fazula gonna grind gonna be like that?? :o	
[4/23/23 01:49AM] Sender: Slayer, Message: Time to max that dr brother	
[4/23/23 01:49AM] Sender: Asquad, Message: Dio maybe or maybe im just unlucky bitch	
[4/23/23 01:49AM] Sender: Slayer, Message: There no drystreak system	
[4/23/23 01:49AM] Sender: Dio, Message:  xdd just woke up mate went straight to the pc still cant use brain properly 	
[4/23/23 01:49AM] Sender: Sad, Message: Squad, please don't call people names :)	
[4/23/23 01:49AM] Sender: Slayer, Message: For last 2? bossses	
[4/23/23 01:50AM] Sender: Asquad, Message: @sad didnt call nobody names but my self rofl.	
[4/23/23 01:50AM] Sender: Sad, Message: I seen you grinding earlier 	
[4/23/23 01:50AM] Sender: Nobledefeat, Message: Ill call you all the names asquad. daddy, papa. whatever you like	
[4/23/23 01:50AM] Sender: Asquad, Message: Meh zaddy better	
[4/23/23 01:50AM] Sender: Asquad, Message: :d	
[4/23/23 01:51AM] Sender: Slayer, Message: I warned him , sad just giving you a reminder :)	
[4/23/23 01:51AM] Sender: Cookie, Message: Wow	
[4/23/23 01:51AM] Sender: Freddie, Message: Can i use two items on each other to get the perk then do the same	
[4/23/23 01:51AM] Sender: Freddie, Message: With another piece	
[4/23/23 01:51AM] Sender: Cookie, Message: 12th perkless item in a row	
[4/23/23 01:51AM] Sender: Asquad, Message: But if u go back to my convo i didnt call nobody names	
[4/23/23 01:51AM] Sender: Tarnow, Message: 3 so far here	
[4/23/23 01:51AM] Sender: Asquad, Message: I was speaking in general.	
[4/23/23 01:51AM] Sender: Tarnow, Message: Doesnt count pets	
[4/23/23 01:52AM] Sender: Alex, Message: Aight guys ima push 1 boss tonight - the other tmorrow - im falling	
[4/23/23 01:52AM] Sender: Alex, Message: Im literally gunna crash on my pc so i rather update sooner	
[4/23/23 01:52AM] Sender: Nobledefeat, Message: Okay zaddy alex :)	
[4/23/23 01:52AM] Sender: Alex, Message: Ima literally crash on my kb lmao	
[4/23/23 01:52AM] Sender: Asquad, Message: Hehe	
[4/23/23 01:52AM] Sender: Tew, Message: Lel	
[4/23/23 01:52AM] Sender: Matt0804, Message: Much love brotha	
[4/23/23 01:52AM] Sender: Alex, Message: I wanna do something special with last boss -	
[4/23/23 01:52AM] Sender: Alex, Message: All i can say is keep your counter tokens	
[4/23/23 01:52AM] Sender: Dio, Message:  thanks mate. take ur well earned rest ;)	
[4/23/23 01:52AM] Sender: Nobledefeat, Message: Wtf is a counter token	
[4/23/23 01:53AM] Sender: Alex, Message: Youll see	
[4/23/23 01:53AM] Sender: Princespeach, Message: What is counter tokens 	
[4/23/23 01:53AM] Sender: Dio, Message:  xdd	
[4/23/23 01:53AM] Sender: Princespeach, Message: Ahhh 	
[4/23/23 01:53AM] Sender: Nobledefeat, Message: Okay bet bet. i trust	
[4/23/23 01:53AM] Sender: Slayer, Message: O	
[4/23/23 01:53AM] Sender: Slayer, Message: Im rdy im rdy	
[4/23/23 01:53AM] Sender: Nobledefeat, Message: We trust papa	
[4/23/23 01:53AM] Sender: Proxy, Message: The inside scoop	
[4/23/23 01:53AM] Sender: Proxy, Message: I might get there next year	
[4/23/23 01:53AM] Sender: Sad, Message: #allnighter	
[4/23/23 01:54AM] Sender: Slayer, Message: #tagalong	
[4/23/23 01:54AM] Sender: Freddie, Message: Pc progress boxes t1?	
[4/23/23 01:54AM] Sender: Roger, Message: Where?	
[4/23/23 01:54AM] Sender: Slayer, Message: Untradable? not sure	
[4/23/23 01:54AM] Sender: Dio, Message:  35k dry on x2 or x3 kills :(	
[4/23/23 01:55AM] Sender: Slayer, Message: 5k miscreation no legs lol	
[4/23/23 01:55AM] Sender: Slayer, Message: No 2x 3x	
[4/23/23 01:56AM] Sender: Slayer, Message: Fun xd	
[4/23/23 01:56AM] Sender: Milner, Message: Buying 3x3 12m cash 20m in items pm	
[4/23/23 01:57AM] Sender: Like my peep, Message: If i get aoe perk i dropping @ home for you guyz	
[4/23/23 01:57AM] Sender: Slayer, Message: :o	
[4/23/23 01:57AM] Sender: Sad, Message: Same	
[4/23/23 01:57AM] Sender: Wackypanda, Message: Anyone wanna buy 3 vote scrolls?	
[4/23/23 01:57AM] Sender: Berrka, Message: How much is 3x3 aoe?	
[4/23/23 01:57AM] Sender: Nobledefeat, Message: Yes wacky i buy	
[4/23/23 01:57AM] Sender: Nobledefeat, Message: Gimme all your scrolls papa	
[4/23/23 01:57AM] Sender: Slayer, Message: People gonna go wildd	
[4/23/23 01:57AM] Sender: Wackypanda, Message: I'm at home :)	
[4/23/23 01:57AM] Sender: Slayer, Message: Server pic for aoe drop party xd lol	
[4/23/23 01:57AM] Sender: Nobledefeat, Message: Finishing my instance rn	
[4/23/23 01:57AM] Sender: Like my peep, Message: We need the wild for the new updte	
[4/23/23 01:58AM] Sender: Milner, Message: Buying 3x3 12m cash 20m in items	
[4/23/23 01:58AM] Sender: Slayer, Message: Indeed	
[4/23/23 01:59AM] Sender: Sad, Message: Make sure to take items out of pos	
[4/23/23 01:59AM] Sender: Sad, Message: Before update	
[4/23/23 01:59AM] Sender: Slayer, Message: Yesir	
[4/23/23 02:00AM] Sender: Wooxy, Message: Why 	
[4/23/23 02:00AM] Sender: Slayer, Message: Just to be safe	
[4/23/23 02:00AM] Sender: Freddie, Message: Anyone wanna buy a gorvek pet for 150k?	
[4/23/23 02:01AM] Sender: Slayer, Message: Legs pls	
[4/23/23 02:01AM] Sender: Ronnie v2, Message: U doing coll log slayer?	
[4/23/23 02:02AM] Sender: Slayer, Message: Yeah need my tiks :p	
[4/23/23 02:02AM] Sender: Ronnie v2, Message: Ah	
[4/23/23 02:02AM] Sender: Wooxy, Message: How do i get more dr ?	
[4/23/23 02:02AM] Sender: Dio, Message:  kill shit	
[4/23/23 02:02AM] Sender: Wooxy, Message: I am	
[4/23/23 02:02AM] Sender: Slayer, Message: Collection log , world bosses	
[4/23/23 02:02AM] Sender: Wooxy, Message: Havent been lucky so far	
[4/23/23 02:03AM] Sender: Cookie, Message: Welcome  to my world	
[4/23/23 02:03AM] Sender: Slayer, Message: U can camp msytics for 1-20% dr items use it on all items etc	
[4/23/23 02:03AM] Sender: Wooxy, Message: But i do have a whitebeard pet	
[4/23/23 02:03AM] Sender: Wooxy, Message: Mystics what ?	
[4/23/23 02:03AM] Sender: Berrka, Message: Range and melee best weapons?	
[4/23/23 02:03AM] Sender: Slayer, Message: One of the first monsters	
[4/23/23 02:03AM] Sender: Wooxy, Message: They drop dr ?	
[4/23/23 02:03AM] Sender: Slayer, Message: Camp for blue perks	
[4/23/23 02:04AM] Sender: Slayer, Message: Blue perks can have dr low 1-20%	
[4/23/23 02:04AM] Sender: Wooxy, Message: I see	
[4/23/23 02:04AM] Sender: Wooxy, Message: But those are low tier items	
[4/23/23 02:04AM] Sender: Slayer, Message: I still have 6 low tiers.	
[4/23/23 02:04AM] Sender: Wooxy, Message: Atm im doing slayer to unlock bosses tier	
[4/23/23 02:05AM] Sender: Slayer, Message: Ty	
[4/23/23 02:05AM] Sender: Cookie, Message: Waw..	
[4/23/23 02:05AM] Sender: Cookie, Message: 12th perkless item in a row ;d	
[4/23/23 02:05AM] Sender: Slayer, Message: :(	
[4/23/23 02:06AM] Sender: Lungs, Message: Anyone got a spare groudon helm or bootys or gloveys?	
[4/23/23 02:06AM] Sender: Matt0804, Message: 1$ are still 50k each ye?	
[4/23/23 02:06AM] Sender: Slayer, Message: Ye	
[4/23/23 02:06AM] Sender: Slayer, Message: I buy all ye	
[4/23/23 02:06AM] Sender: Slayer, Message: :)	
[4/23/23 02:07AM] Sender: Freddie, Message: Pc coll 2?	
[4/23/23 02:07AM] Sender: Slayer, Message: Uh	
[4/23/23 02:07AM] Sender: Matt0804, Message: I need 94 atm lol	
[4/23/23 02:07AM] Sender: Slayer, Message: Never really seen someone sell coll 2	
[4/23/23 02:07AM] Sender: Slayer, Message: Ah	
[4/23/23 02:07AM] Sender: Freddie, Message: I need haha	
[4/23/23 02:07AM] Sender: Slayer, Message: But uhh	
[4/23/23 02:07AM] Sender: Freddie, Message: Unless theres another coll item higher than the first one haha	
[4/23/23 02:08AM] Sender: Slayer, Message: Yes legs	
[4/23/23 02:08AM] Sender: Slayer, Message: Win	
[4/23/23 02:08AM] Sender: Slayer, Message: Uhh now collect neck 2 3 ring 1 2 3 and aura 1	
[4/23/23 02:08AM] Sender: Elven, Message: I need that for log <.<<	
[4/23/23 02:08AM] Sender: Slayer, Message: Collect attachment is $50 in donor	
[4/23/23 02:08AM] Sender: Slayer, Message: I needed for log :p	
[4/23/23 02:10AM] Sender: Wooxy, Message: Uu 22m for all globals rotation	
[4/23/23 02:11AM] Sender: Slayer, Message: Niceee	
[4/23/23 02:11AM] Sender: Ainokea, Message: Anyone got op boots for sale thats not over priced	
[4/23/23 02:11AM] Sender: Slayer, Message: W log	
[4/23/23 02:13AM] Sender: Cookie, Message: Cool	
[4/23/23 02:13AM] Sender: Slayer, Message: :/	
[4/23/23 02:15AM] Sender: Wooxy, Message: Spec att weapon are better than inf overloads ?	
[4/23/23 02:15AM] Sender: Ainokea, Message: No	
[4/23/23 02:15AM] Sender: Nobledefeat, Message: Spear is	
[4/23/23 02:15AM] Sender: Ainokea, Message: Oh	
[4/23/23 02:15AM] Sender: Ainokea, Message: Lol	
[4/23/23 02:15AM] Sender: Wooxy, Message: Anchor spec is 150 stats ovl t1 is 135	
[4/23/23 02:15AM] Sender: Nobledefeat, Message: Spear gives 200 combat 	
[4/23/23 02:15AM] Sender: Wooxy, Message: Wtf is spoolwood for lol	
[4/23/23 02:16AM] Sender: Ainokea, Message: T1 is 165	
[4/23/23 02:16AM] Sender: Nobledefeat, Message: New video!! massive giveaway @::noble	
[4/23/23 02:18AM] Sender: Nervus, Message: Can i stack double cash as much as i want?	
[4/23/23 02:19AM] Sender: Nobledefeat, Message: No just once	
[4/23/23 02:19AM] Sender: Nervus, Message: Sweet cheers, was just about to buy another haha	
[4/23/23 02:19AM] Sender: Nobledefeat, Message: Here for you bb	
[4/23/23 02:19AM] Sender: Nervus, Message: You too girl x	
[4/23/23 02:19AM] Sender: Ronnie v2, Message: Buy transfer crystals 100k ea	
[4/23/23 02:20AM] Sender: Nervus, Message: Ill sell ronnie	
[4/23/23 02:21AM] Sender: Lungs, Message: Anyone got a ring  better than colectors ring	
[4/23/23 02:21AM] Sender: Wooxy, Message: Gz	
[4/23/23 02:22AM] Sender: Elven, Message: Selling double kc my pos	
[4/23/23 02:22AM] Sender: Ainokea, Message: Are we able to use a perk on another perk?	
[4/23/23 02:23AM] Sender: Nobledefeat, Message: No its replaces it	
[4/23/23 02:23AM] Sender: Wooxy, Message: What i do with junk gear?	
[4/23/23 02:23AM] Sender: Ainokea, Message: Yeah thats what i mean haha. ty	
[4/23/23 02:23AM] Sender: Just kirbs, Message: What should i buy from afk shop	
[4/23/23 02:23AM] Sender: Kabal, Message: Bonds	
[4/23/23 02:23AM] Sender: Sad, Message: Garfield set	
[4/23/23 02:23AM] Sender: Sad, Message: Lava pickaxe	
[4/23/23 02:23AM] Sender: Sad, Message: Then bonds	
[4/23/23 02:23AM] Sender: Kabal, Message: They got effects or just cosmetic?	
[4/23/23 02:24AM] Sender: Sad, Message: You get the ores faster	
[4/23/23 02:24AM] Sender: Nervus, Message: Is it updating sooon?	
[4/23/23 02:24AM] Sender: Cookie, Message: Nope	
[4/23/23 02:24AM] Sender: Sad, Message: Soon	
[4/23/23 02:25AM] Sender: Cookie, Message: Prob in 20h or	
[4/23/23 02:25AM] Sender: Nervus, Message: Ima take out ither way	
[4/23/23 02:25AM] Sender: Cookie, Message: Either way, very underwhelming first weekened of tarn	
[4/23/23 02:25AM] Sender: Slayer, Message: Bestweekever	
[4/23/23 02:25AM] Sender: Nobledefeat, Message: Cant relate brotha	
[4/23/23 02:25AM] Sender: Sad, Message: Cant relateeee	
[4/23/23 02:25AM] Sender: Kabal, Message: Update is legit moments away	
[4/23/23 02:25AM] Sender: Nobledefeat, Message: This week has been blessed. 	
[4/23/23 02:25AM] Sender: Cookie, Message: Im talking about 'events'	
[4/23/23 02:25AM] Sender: Kabal, Message: Get ready for it everyone	
[4/23/23 02:26AM] Sender: Kalb, Message: What event 0-o	
[4/23/23 02:26AM] Sender: Cookie, Message: Exactly	
[4/23/23 02:26AM] Sender: Wooxy, Message: Gobals in 5 mins	
[4/23/23 02:26AM] Sender: Cookie, Message: None	
[4/23/23 02:26AM] Sender: Sad, Message:  ::yellowevent	
[4/23/23 02:26AM] Sender: Cookie, Message: ::yellowjacket	
[4/23/23 02:26AM] Sender: Tarnow, Message: 1 xd	
[4/23/23 02:26AM] Sender: Nobledefeat, Message: Sad tricked me :(	
[4/23/23 02:28AM] Sender: Ruvk, Message: Does double cash perk stack with global perks?	
[4/23/23 02:28AM] Sender: Slayer, Message: No	
[4/23/23 02:28AM] Sender: Cookie, Message: 13th perkless ina row	
[4/23/23 02:28AM] Sender: Cookie, Message: ;3	
[4/23/23 02:28AM] Sender: Slayer, Message: Double cash stacks with gold enchement from donor shop $50	
[4/23/23 02:28AM] Sender: Slayer, Message: Or broly drop	
[4/23/23 02:30AM] Sender: Lungs, Message: Buying groudon helmet or gloves for 129k!	
[4/23/23 02:30AM] Sender: Slayer, Message: Wb peep	
[4/23/23 02:31AM] Sender: Slayer, Message: Wb alex	
